Car Model,warranty,Engine capacity,Horse Power,Maximum Speed,Acceleration,Speeds,Transmission Type,Year,Fuel,liter/100KM,Origin Country,Assembly Country,Length (mm),Width (mm),Height (mm),Ground Clearance,Wheel Base,Trunk Size,Seats,Traction Type,Number of cylinder,Fuel tank capacity,Torque of newton,Insurance Price,Register Price
Chevrolet Optra 2022 A/T / Luxury w Accessories,"100000 Km /
3 Year(s)",1500 CC,110,170,13.2,6 Speeds,automatic,Year 2022,92,7.3,USA,China,4597,1736,1462,173,2640,410,5,Front Traction,4,54,146,"6,925 EGP","2,770 EGP"
Chevrolet Malibu 2022 Automatic / LS,"100000 Km /
3 Year(s)",1500 CC - Turbo,163,210,9.2,6 Speeds,automatic,Year 2022,92,7.3,USA,Korea,4925,1854,1468,132,2830,400,5,Front Traction,4,61,250,"10,663 EGP","4,265 EGP"
Chevrolet Malibu 2022 Automatic / LT,"100000 Km /
3 Year(s)",1500 CC - Turbo,163,210,9.2,6 Speeds,automatic,Year 2022,92,7.3,USA,Korea,4925,1854,1468,132,2830,400,5,Front Traction,4,61,250,"12,248 EGP","4,899 EGP"
Chevrolet Captiva 2022 Automtic / LS,"100000 Km /
3 Year(s)",1500 CC - Turbo,148,,,,CVT,Year 2022,92,7.5,USA,China,4655,1835,1760,185,2750,1051,5,Front Traction,4,52,230,"14,500 EGP","5,800 EGP"
Chevrolet Captiva 2022 Automtic / LT,"100000 Km /
3 Year(s)",1500 CC - Turbo,148,,,,CVT,Year 2022,92,7.5,USA,China,4655,1835,1760,185,2750,1051,5,Front Traction,4,52,230,"15,000 EGP","6,000 EGP"
Chevrolet Captiva 2022 Automtic / Premier,"100000 Km /
3 Year(s)",1500 CC - Turbo,148,,,,CVT,Year 2022,92,7.5,USA,China,4655,1835,1760,185,2750,1051,5,Front Traction,4,52,230,"16,000 EGP","6,400 EGP"
Chevrolet Captiva 2022 Automtic / premire (7seats),"100000 Km /
3 Year(s)",1500 CC - Turbo,148,,,,CVT,Year 2022,92,7.5,USA,China,4655,1835,1835,185,2750,1051,7,Front Traction,4,52,230,"16,500 EGP","6,600 EGP"
Fiat 500 2022 A/T / PANORAMA,"100000 Km /
3 Year(s)",1400 CC,100,182,10.5,6 Speeds,automatic,Year 2022,92,5.8,Italy,Italy,3546,1627,1488,143,2300,269,4,Front Traction,4,35,131,"11,750 EGP","4,700 EGP"
Fiat 500 2022 A/T / Cabrio,"100000 Km /
3 Year(s)",1400 CC,100,182,10.5,6 Speeds,automatic,Year 2022,92,5.8,Italy,Italy,3546,1627,1488,143,2300,269,4,Front Traction,4,35,131,"13,125 EGP","5,250 EGP"
Fiat 500 2021 A/T / Full Options,"100000 Km /
3 Year(s)",1400 CC,100,182,10.5,6 Speeds,automatic,Year 2021,92,5.8,Italy,Italy,3546,1627,1488,143,2300,269,4,Front Traction,4,35,131,"8,248 EGP","3,299 EGP"
Fiat 500C 2021 A/T,"100000 Km /
3 Year(s)",1400 CC,100,180,11,6 Speeds,automatic,Year 2021,92,6.1,Italy,Italy,3546,1627,1488,143,2300,269,4,Front Traction,4,35,131,"9,248 EGP","3,699 EGP"
Fiat 500 X 2022 A/T / Cross Entry,"100000 Km /
3 Year(s)",1400 CC - Turbo,140,190,12.3,6 Speeds,automatic,Year 2022,92,5.7,Italy,Italy,4269,1796,1608,160,,350,5,Front Traction,4,48,230,"13,750 EGP","5,500 EGP"
Fiat 500 X 2022 A/T / Cross Highline,"100000 Km /
3 Year(s)",1400 CC - Turbo,140,190,10.3,6 Speeds,automatic,Year 2022,92,5.7,Italy,Italy,4269,1796,1608,160,,350,5,Front Traction,4,48,230,"15,000 EGP","6,000 EGP"
Fiat 500 X 2022 AT / cabrio,"100000 Km /
3 Year(s)",1400 CC - Turbo,140,190,10.3,6 Speeds,automatic,Year 2022,92,5.7,Italy,Italy,4269,1796,1608,160,,350,5,Front Traction,4,48,230,"15,625 EGP","6,250 EGP"
Fiat 500 X 2021 A/T / Pop Star,"100000 Km /
3 Year(s)",1400 CC - Turbo,140,190,12.3,6 Speeds,automatic,Year 2021,92,5.7,Italy,Italy,4269,1796,1608,160,,350,5,Front Traction,4,48,230,"9,748 EGP","3,899 EGP"
Fiat 500 X 2021 A/T / Lounge,"100000 Km /
3 Year(s)",1400 CC - Turbo,140,190,10.3,6 Speeds,automatic,Year 2021,92,5.7,Italy,Italy,4269,1796,1608,160,,350,5,Front Traction,4,48,230,"10,873 EGP","4,349 EGP"
Fiat 500 X 2021 A/T Sport AWD,"100000 Km /
3 Year(s)", 1400 CC - Turbo,170,190,10.3,6 Speeds,DSG,Year 2021,92,5.7,Italy,Italy,4269,1796,1608,160,,350,5,Four-wheel Drive,4,48,280,"12,373 EGP","4,949 EGP"
Fiat 500 2022 A/T / PANORAMA,"100000 Km /
3 Year(s)",1400 CC,100,182,10.5,6 Speeds,automatic,Year 2022,92,5.8,Italy,Italy,3546,1627,1488,143,2300,269,4,Front Traction,4,35,131,"11,750 EGP","4,700 EGP"
Fiat 500 2022 A/T / Cabrio,"100000 Km /
3 Year(s)",1400 CC,100,182,10.5,6 Speeds,automatic,Year 2022,92,5.8,Italy,Italy,3546,1627,1488,143,2300,269,4,Front Traction,4,35,131,"13,125 EGP","5,250 EGP"
Fiat 500 2021 A/T / Full Options,"100000 Km /
3 Year(s)",1400 CC,100,182,10.5,6 Speeds,automatic,Year 2021,92,5.8,Italy,Italy,3546,1627,1488,143,2300,269,4,Front Traction,4,35,131,"8,248 EGP","3,299 EGP"
Fiat Tipo 2022 AT / entry grade,"100000 Km /
3 Year(s)",1600 CC,110,192,11.2,6 Speeds,automatic,Year 2022,92,6.3,Italy,Turkey,4540,1790,1490,150,2636,520,5,Front Traction,4,45,152,"12,500 EGP","5,000 EGP"
Fiat Tipo 2022 A/T / MIDE GRADE,"100000 Km /
3 Year(s)",1600 CC,110,192,11.2,6 Speeds,automatic,Year 2022,92,6.3,Italy,Turkey,4540,1790,1490,150,2636,520,5,Front Traction,4,45,152,"13,750 EGP","5,500 EGP"
Fiat Tipo 2022 A/T / HB / entry grade,"100000 Km /
3 Year(s)",1600 CC,110,192,11.2,6 Speeds,automatic,Year 2022,92,6.3,Italy,Turkey,4368,1792,1495,158,2638,440,5,Front Traction,4,45,152,"13,750 EGP","5,500 EGP"
Fiat Tipo 2022 A/T / Highline,"100000 Km /
3 Year(s)",1600 CC,110,192,11.2,6 Speeds,automatic,Year 2022,92,6.3,Italy,Turkey,4540,1790,1490,150,2636,520,5,Front Traction,4,45,152,"15,000 EGP","6,000 EGP"
Fiat Tipo 2022 A/T / HB / Highline,"100000 Km /
3 Year(s)",1600 CC,110,192,11.2,6 Speeds,automatic,Year 2022,92,6.3,Italy,Turkey,4368,1792,1495,150,2638,440,5,Front Traction,4,45,152,"15,625 EGP","6,250 EGP"
Fiat 500 X 2022 A/T / Cross Entry,"100000 Km /
3 Year(s)",1400 CC - Turbo,140,190,12.3,6 Speeds,automatic,Year 2022,92,5.7,Italy,Italy,4269,1796,1608,160,,350,5,Front Traction,4,48,230,"13,750 EGP","5,500 EGP"
Fiat 500 X 2022 A/T / Cross Highline,"100000 Km /
3 Year(s)",1400 CC - Turbo,140,190,10.3,6 Speeds,automatic,Year 2022,92,5.7,Italy,Italy,4269,1796,1608,160,,350,5,Front Traction,4,48,230,"15,000 EGP","6,000 EGP"
Fiat 500 X 2022 AT / cabrio,"100000 Km /
3 Year(s)",1400 CC - Turbo,140,190,10.3,6 Speeds,automatic,Year 2022,92,5.7,Italy,Italy,4269,1796,1608,160,,350,5,Front Traction,4,48,230,"15,625 EGP","6,250 EGP"
Fiat 500 X 2021 A/T / Pop Star,"100000 Km /
3 Year(s)",1400 CC - Turbo,140,190,12.3,6 Speeds,automatic,Year 2021,92,5.7,Italy,Italy,4269,1796,1608,160,,350,5,Front Traction,4,48,230,"9,748 EGP","3,899 EGP"
Fiat 500 X 2021 A/T / Lounge,"100000 Km /
3 Year(s)",1400 CC - Turbo,140,190,10.3,6 Speeds,automatic,Year 2021,92,5.7,Italy,Italy,4269,1796,1608,160,,350,5,Front Traction,4,48,230,"10,873 EGP","4,349 EGP"
Fiat 500 X 2021 A/T Sport AWD,"100000 Km /
3 Year(s)",1400 CC - Turbo,170,190,10.3,6 Speeds,DSG,Year 2021,92,5.7,Italy,Italy,4269,1796,1608,160,,350,5,Four-wheel Drive,4,48,280,"12,373 EGP","4,949 EGP"
Nissan Sunny 2023 Automatic / Baseline,"100000 Km /
3 Year(s)",1500 CC,108,180,12.5,4 Speeds,automatic,Year 2023,92,6.9,Japan,Egypt,4425,1695,1500,155,2600,490,5,Front Traction,4,41,134,"8,438 EGP","3,375 EGP"
Nissan Sunny 2023 A/T / plus,"100000 Km /
3 Year(s)",1500 CC,108,180,12.5,4 Speeds,automatic,Year 2023,92,6.9,Japan,Egypt,4425,1659,1500,157,2600,490,5,Front Traction,4,41,134,"8,950 EGP","3,580 EGP"
Nissan Sunny 2023 A/T / Super Saloon,"100000 Km /
3 Year(s)",1500 CC,108,180,12.5,4 Speeds,automatic,Year 2023,92,6.9,Japan,Egypt,4425,1659,1500,157,2600,490,5,Front Traction,4,41,134,"9,300 EGP","3,720 EGP"
Nissan Sunny 2022 Automatic / Baseline,"100000 Km /
3 Year(s)",1500 CC,108,180,12.5,4 Speeds,automatic,Year 2022,92,6.9,Japan,Egypt,4425,1695,1500,155,2600,490,5,Front Traction,4 ,41,134,"5,988 EGP","2,395 EGP"
Nissan Sunny 2022 A/T / Midline,"100000 Km /
3 Year(s)",1500 CC,108,180,12.5,4 Speeds,automatic,Year 2022,92,6.9,Japan,Egypt,4425,1659,1500,157,2600,490,5,Front Traction,4,41,134,"6,325 EGP","2,530 EGP"
Nissan Sunny 2022 A/T / Super Saloon,"100000 Km /
3 Year(s)",1500 CC,108,180,12.5,4 Speeds,automatic,Year 2022,92,6.9,Japan,Egypt,4425,1659,1500,157,2600,490,5,Front Traction,4,41,134,"6,600 EGP","2,640 EGP"
Nissan Sentra 2023 Automatic / Base,"100000 Km /
3 Year(s)",1600 CC,118,180,10.9,,CVT,Year 2023,92,8.9,Japan,Japan,4615,1760,1495,165,2700,510,5,Front Traction,4,52,154,"11,288 EGP","4,515 EGP"
Nissan Sentra 2023 Automatic / upper,"100000 Km /
3 Year(s)",1600 CC,118,180,10.9,,CVT,Year 2023,92,8.9,Japan,Japan,4615,1760,1495,165,2700,510,5,Front Traction,4,52,154,"11,988 EGP","4,795 EGP"
Nissan Sentra 2022 Automatic / BASIC,"100000 Km /
3 Year(s)",1600 CC,118,180,10.9,,CVT,Year 2022,92,8.9,Japan,Japan,4615,1760,1495,165,2700,510,5,Front Traction,4,52,154,"8,188 EGP","3,275 EGP"
Nissan Sentra 2022 Automatic / High Line,"100000 Km /
3 Year(s)",1600 CC,118,180,10.9,,CVT,Year 2022,92,8.9,Japan,Japan,4615,1760,1495,165,2700,510,5,Front Traction,4,52,154,"8,638 EGP","3,455 EGP"
Nissan Sentra 2023 A/T / Premium SV,"100000 Km /
3 Year(s)",1600 CC,118,180,10.9,,CVT,Year 2023,92,8.9,Japan,Japan,4615,1760,1495,165,2700,510,5,Front Traction,4,52,154,"12,710 EGP","5,084 EGP"
Nissan Sentra 2023 A/T / Premium SV,"100000 Km /
3 Year(s)",1600 CC,118,180,10.9,,CVT,Year 2023,92,8.9,Japan,Japan,4615,1760,1495,165,2700,510,5,Front Traction,4,52,154,"12,810 EGP","5,124 EGP"
Nissan Sentra 2022 A/T / Premium SV,"100000 Km /
3 Year(s)",1600 CC,118,180,10.9,,CVT,Year 2022,92,8.9,Japan,Japan,4615,1760,1495,165,2700,510,5,Front Traction,4,52,154,"9,110 EGP","3,644 EGP"
Nissan Sentra 2022 A/T / Premium SV,"100000 Km /
3 Year(s)",1600 CC,118,180,10.9,,CVT,Year 2022,92,8.9,Japan,Japan,4615,1760,1495,165,2700,510,5,Front Traction,4,52,154,"9,210 EGP","3,684 EGP"
Nissan Sentra 2023 Automatic / Base,"100000 Km /
3 Year(s)",1600 CC,118,180,10.9,,CVT,Year 2023,92,8.9,Japan,Japan,4615,1760,1495,165,2700,510,5,Front Traction,4,52,154,"11,288 EGP","4,515 EGP"
Nissan Sentra 2023 Automatic / upper,"100000 Km /
3 Year(s)",1600 CC,118,180,10.9,,CVT,Year 2023,92,8.9,Japan,Japan,4615,1760,1495,165,2700,510,5,Front Traction,4,52,154,"11,988 EGP","4,795 EGP"
Nissan Sentra 2022 Automatic / BASIC,"100000 Km /
3 Year(s)",1600 CC,118,180,10.9,,CVT,Year 2022,92,8.9,Japan,Japan,4615,1760,1495,165,2700,510,5,Front Traction,4,52,154,"8,188 EGP","3,275 EGP"
Nissan Sentra 2022 Automatic / High Line,"100000 Km /
3 Year(s)",1600 CC,118,180,10.9,,CVT,Year 2022,92,8.9,Japan,Japan,4615,1760,1495,165,2700,510,5,Front Traction,4,52,154,"8,638 EGP","3,455 EGP"
Nissan Juke 2022 A/T / Accenta Grade,"100000 Km /
3 Year(s)",1000 CC - Turbo,115,180,10.4,7 Speeds,DSG,Year 2022,95,4.8,Japan,UK,4210,1800,1595,,2636,422,5,Front Traction,3,,200,"11,663 EGP","1,166 EGP"
Nissan Juke 2022 A/T / Tekna Grade,"100000 Km /
3 Year(s)",1000 CC - Turbo,115,180,10.4,7 Speeds,DSG,Year 2022,95,4.8,Japan,UK,4210,1800,1595,,2636,422,5,Front Traction,3,,200,"12,413 EGP","1,241 EGP"
Nissan Juke 2022 A/T / Tekna perso,"100000 Km /
3 Year(s)",1000 CC - Turbo,115,180,10.4,7 Speeds,DSG,Year 2022,95,4.8,Japan,UK,4210,1800,1595,,2636,422,5,Front Traction,3,,200,"12,663 EGP","1,266 EGP"
Nissan Juke 2022 A/T / KIirro,"100000 Km /
3 Year(s)",1000 CC - Turbo,115,180,10.4,7 Speeds,DSG,Year 2022,95,4.8,Japan,UK,4210,1800,1595,,2636,422,5,Front Traction,3,,200,"12,788 EGP","1,279 EGP"
Nissan Sentra 2023 A/T / Premium SV,"100000 Km /
3 Year(s)",1600 CC,118,180,10.9,,CVT,Year 2023,92,8.9,Japan,Japan,4615,1760,1495,165,2700,510,5,Front Traction,4,52,154,"12,710 EGP","5,084 EGP"
Nissan Sentra 2023 A/T / Premium SV,"100000 Km /
3 Year(s)",1600 CC,118,180,10.9,,CVT,Year 2023,92,8.9,Japan,Japan,4615,1760,1495,165,2700,510,5,Front Traction,4,52,154,"12,810 EGP","5,124 EGP"
Nissan Sentra 2022 A/T / Premium SV,"100000 Km /
3 Year(s)",1600 CC,118,180,10.9,,CVT,Year 2022,92,8.9,Japan,Japan,4615,1760,1495,165,2700,510,5,Front Traction,4,52,154,"9,110 EGP","3,644 EGP"
Nissan Sentra 2022 A/T / Premium SV,"100000 Km /
3 Year(s)",1600 CC,118,180,10.9,,CVT,Year 2022,92,8.9,Japan,Japan,4615,1760,1495,165,2700,510,5,Front Traction,4,52,154,"9,210 EGP","3,684 EGP"
Nissan Qashqai 2022 Automtic / Visia,"100000 Km /
3 Year(s)",1300 CC - Turbo,148,206,8.9,,CVT,Year 2022,95,6.1,Japan,UK,4425,1835,1625,180,2665,,5,Front Traction,4,,250,"14,475 EGP","5,790 EGP"
Nissan Qashqai 2022 Automtic / Visia / two tone,"100000 Km /
3 Year(s)",1300 CC - Turbo,148,206,8.9,,CVT,Year 2022,95,6.1,Japan,UK,4425,1835,1625,180,2665,,5,Front Traction,4,,250,"14,600 EGP","5,840 EGP"
Nissan Qashqai 2022 Automtic / Acenta premium,"100000 Km /
3 Year(s)",1300 CC - Turbo,148,206,8.9,,CVT,Year 2022,95,6.1,Japan,UK,4425,1835,1625,180,2665,,5,Front Traction,4,,250,"15,350 EGP","6,140 EGP"
Nissan Qashqai 2022 Automtic / Acenta / two tone,"100000 Km /
3 Year(s)",1300 CC - Turbo,148,206,8.9,,CVT,Year 2022,95,6.1,Japan,UK,4425,1835,1625,180,2665,,5,Front Traction,4,,250,"15,475 EGP","6,190 EGP"
Nissan Qashqai 2022 Automtic / Tekna,"100000 Km /
3 Year(s)",1300 CC - Turbo,148,206,8.9,,CVT,Year 2022,95,6.1,Japan,UK,4425,1835,1625,180,2665,,5,Front Traction,4,,250,"16,350 EGP","6,540 EGP"
Nissan Qashqai 2022 Automtic / Tekna / two tone,"100000 Km /
3 Year(s)",1300 CC - Turbo,148,206,8.9,,CVT,Year 2022,95,6.1,Japan,UK,4425,1835,1625,180,2665,,5,Front Traction,4,,250,"16,475 EGP","6,590 EGP"
Renault Logan 2022 A/T / E1,"100000 Km /
3 Year(s)",1600 CC,110,175,11.5,4 Speeds,automatic,Year 2022,92,6.3,France,Morocco,4348,1994,1517,168,2634,510,5,Front Traction,4,50,148,"8,475 EGP","3,390 EGP"
Renault Logan 2022 A/T / E2,"100000 Km /
3 Year(s)",1600 CC,110,175,11.5,4 Speeds,automatic,Year 2022,92,6.3,France,Morocco,4348,1994,1517,168,2634,510,5,Front Traction,4,50,148,"8,725 EGP","3,490 EGP"
Renault Logan 2022 A/T / E3,"100000 Km /
3 Year(s)",1600 CC,110,175,11.5,4 Speeds,automatic,Year 2022,92,6.3,France,Morocco,4348,1994,1517,168,2634,510,5,Front Traction,4,50,148,"8,975 EGP","3,590 EGP"
Renault Logan 2022 A/T / E3 / Black Edtion,"100000 Km /
3 Year(s)",1600 CC,110,175,11.5,4 Speeds,automatic,Year 2022,92,6.3,France,Morocco,4348,1994,1517,168,2634,510,5,Front Traction,4,50,148,"9,225 EGP","3,690 EGP"
Renault Sandero 2022 A/T / B1,"100000 Km /
3 Year(s)",1600 CC,110,176,12.1,4 Speeds,automatic,Year 2022,92,7.2,France,Morocco,4058,1994,1518,155,2590,320,5,Front Traction,4,50,148,"9,225 EGP","3,690 EGP"
Renault Sandero Step Way 2022 A/T / SW,"100000 Km /
3 Year(s)",1600 CC,110,175,12.3,4 Speeds,automatic,Year 2022,92,7.9,France,Morocco,4089,1994,1615,168,2590,320,5,Front Traction,4,50,148,"9,725 EGP","3,890 EGP"
Renault Sandero Step Way 2022 A/T / SW NAV,"100000 Km /
3 Year(s)",1600 CC,110,175,12.3,4 Speeds,automatic,Year 2022,92,7.9,France,Morocco,4089,1994,1615,168,2590,320,5,Front Traction,4,50,148,"9,975 EGP","3,990 EGP"
Renault Duster 2022 A/T / H1,"100000 Km /
3 Year(s)",1600 CC,115,172,12,,CVT,Year 2022,92,6.6,France,Romania,4341,1804,1693,210,2674,445,5,Front Traction,4,50,156,"11,100 EGP","4,440 EGP"
Renault Duster 2022 A/T / H3,"100000 Km /
3 Year(s)",1600 CC,115,172,12,,CVT,Year 2022,92,6.6,France,Romania,4341,1804,1693,210,2674,445,5,Front Traction,4,50,156,"12,625 EGP","5,050 EGP"
Renault Megane 2022 A/T / Vision,"100000 Km /
3 Year(s)",1600 CC,115,180,11.8,,CVT,Year 2022,92,6.6,France,Turkey,4632,1814,1443,136,2711,503,5,Front Traction,4,50,156,"12,350 EGP","4,940 EGP"
Renault Megane 2022 A/T / Dynamic,"100000 Km /
3 Year(s)",1600 CC,115,180,11.8,,CVT,Year 2022,92,6.6,France,Turkey,4632,1814,1443,136,2711,503,5,Front Traction,4,50,156,"13,625 EGP","5,450 EGP"
Renault Megane 2022 Automatic / Signature,"100000 Km /
3 Year(s)",1600 CC,115,180,11.8,,CVT,Year 2022,92,6.6,France,Turkey,4632,1814,1443,136,2711,503,5,Front Traction,4,50,156,"14,375 EGP","5,750 EGP"
Renault Megane 2022 A/T / Dynamic Turbo,"100000 Km /
3 Year(s)",1300 CC - Turbo,150,,9.5,7 Speeds,DSG,Year 2022,95,,France,Turkey,4632,1814,1443,136,2711,503,5,Front Traction,4,50,240,"14,625 EGP","5,850 EGP"
Renault Megane 2022 A/T / Intense,"100000 Km /
3 Year(s)",1300 CC - Turbo,150,,9.5,7 Speeds,DSG,Year 2022,95,,France,Turkey,4632,1814,1443,136,2711,503,5,Front Traction,4,50,240,"15,400 EGP","6,160 EGP"
Renault Megane 2022 A/T / Signature Turbo,"100000 Km /
3 Year(s)",1300 CC - Turbo,150,,9.5,7 Speeds,DSG,Year 2022,95,,France,Turkey,4632,1814,1443,136,2711,503,5,Front Traction,4,50,240,"15,650 EGP","6,260 EGP"
Renault Megane 2022 A/T / Signature + Turbo,"100000 Km /
3 Year(s)",1300 CC - Turbo,150,,9.5,7 Speeds,DSG,Year 2022,95,,France,Turkey,4632,1814,1443,136,2711,503,5,Front Traction,4,50,240,"16,900 EGP","6,760 EGP"
Renault Kadjar 2022 A/T / INTENSE,"100000 Km /
3 Year(s)",1200 CC - Turbo,130,192,10.1,7 Speeds,DSG,Year 2022,92,5.7,France,Spain,4449,1836,1607,200,2646,472,5,Front Traction,4,55,205,"16,850 EGP","6,740 EGP"
Renault Kadjar 2022 A/T / Signature,"100000 Km /
3 Year(s)",1200 CC - Turbo,130,192,10.1,7 Speeds,DSG,Year 2022,92,5.7,France,Spain,4449,1836,1607,200,2646,472,5,Front Traction,4,55,205,"17,100 EGP","6,840 EGP"
Volkswagen Passat 2022 Automtic / Trendline plus,"100000 Km /
3 Year(s)",1400 CC - Turbo,150,220,8.9,7 Speeds,DSG,Year 2022,95,5.1,Germany,Germany,4767,1747,1456,145,2791,586,5,Front Traction,4,60,250,"20,000 EGP","8,000 EGP"
Volkswagen Passat 2022 A/T / Comfortline,"100000 Km /
3 Year(s)",1400 CC - Turbo,150,220,8.9,7 Speeds,DSG,Year 2022,95,5.1,Germany,Germany,4767,1747,1456,145,2791,586,5,Front Traction,4,60,250,"23,875 EGP","9,550 EGP"
Volkswagen Passat 2021 Automtic / Trendline plus,"100000 Km /
3 Year(s)",1400 CC - Turbo,150,220,8.9,7 Speeds,DSG,Year 2021,95,5.1,Germany,Germany,4767,1747,1456,145,2791,586,5,Front Traction,4,60,250,"12,500 EGP","5,000 EGP"
Volkswagen Passat 2021 A/T / Comfortline,"100000 Km /
3 Year(s)",1400 CC - Turbo,150,220,8.9,7 Speeds,DSG,Year 2021,95,5.1,Germany,Germany,4767,1747,1456,145,2791,586,5,Front Traction,4,60,250,"15,000 EGP","6,000 EGP"
Volkswagen Passat 2022 Automtic / Trendline plus,"100000 Km /
3 Year(s)",1400 CC - Turbo,150,220,8.9,7 Speeds,DSG,Year 2022,95,5.1,Germany,Germany,4767,1747,1456,145,2791,586,5,Front Traction,4,60,250,"20,000 EGP","8,000 EGP"
Volkswagen Passat 2022 A/T / Comfortline,"100000 Km /
3 Year(s)",1400 CC - Turbo,150,220,8.9,7 Speeds,DSG,Year 2022,95,5.1,Germany,Germany,4767,1747,1456,145,2791,586,5,Front Traction,4,60,250,"23,875 EGP","9,550 EGP"
Volkswagen Passat 2021 Automtic / Trendline plus,"100000 Km /
3 Year(s)",1400 CC - Turbo,150,220,8.9,7 Speeds,DSG,Year 2021,95,5.1,Germany,Germany,4767,1747,1456,145,2791,586,5,Front Traction,4,60,250,"12,500 EGP","5,000 EGP"
Volkswagen Passat 2021 A/T / Comfortline,"100000 Km /
3 Year(s)",1400 CC - Turbo,150,220,8.9,7 Speeds,DSG,Year 2021,95,5.1,Germany,Germany,4767,1747,1456,145,2791,586,5,Front Traction,4,60,250,"15,000 EGP","6,000 EGP"
Volkswagen Tiguan 2022 A/T / Elegance,"100000 Km /
3 Year(s)",1400 CC - Turbo,150,215,9.2,6 Speeds,DSG,Year 2022,95,6.7,Germany,Germany,4486,1839,1664,,2681,615,5,Front Traction,4,58,250,"22,375 EGP","8,950 EGP"
Volkswagen Tiguan 2022 A/T / R-Line,"100000 Km /
3 Year(s)",1400 CC - Turbo,150,215,9.2,6 Speeds,DSG,Year 2022,95,6.7,Germany,Germany,4486,1839,1664,,2681,615,5,Front Traction,4,58,250,"24,975 EGP","9,990 EGP"
Mercedes A 180 2021 A/T / Premium,"100000 Km /
2 Year(s)",1300 CC - Turbo,136,205,9.6,7 Speeds,automatic,Year 2021,95,5.7,Germany,Germany,4549,1796,1446,140,2729,420,5,Front Traction,4,43,200,"15,625 EGP","6,250 EGP"
Mercedes A 180 2021 A/T / Progressive,"100000 Km /
2 Year(s)",1300 CC - Turbo,136,205,9.6,7 Speeds,automatic,Year 2021,95,5.7,Germany,Germany,4549,1796,1446,140,2729,420,5,Front Traction,4,43,200,"17,000 EGP","6,800 EGP"
Mercedes B 180 2021 A/T / TOURER PREMIUM,"100000 Km /
2 Year(s)",1300 CC - Turbo,136,212,9,7 Speeds,automatic,Year 2021,95,5.7,Germany,Germany,4419,1796,1562,132,2729,445,5,Front Traction,4,43,200,"15,625 EGP","6,250 EGP"
Mercedes B 180 2021 A/T / TOURER PROGRESSIVE,"100000 Km /
2 Year(s)",1300 CC - Turbo,136,212,9,7 Speeds,automatic,Year 2021,95,5.7,Germany,Germany,4419,1796,1562,132,2729,445,5,Front Traction,4,43,200,"17,625 EGP","7,050 EGP"
Mercedes C 180 2022 A/T / sport designo,"100000 Km /
2 Year(s)",1500 CC - Turbo,156,,8.6,9 Speeds,automatic,Year 2022,95,,Germany,Germany,4751,1820,,,2865,490,5,Front Traction,4,,250,"24,975 EGP","9,990 EGP"
Mercedes C 180 2022 A/T / Avantgarde plus,"100000 Km /
2 Year(s)",1500 CC - Turbo,156,,8.6,9 Speeds,automatic,Year 2022,95,,Germany,Germany,4751,1820,,,2865,490,5,Front Traction,4,,250,"30,625 EGP","12,250 EGP"
Mercedes C 180 2022 A/T / Sport,"100000 Km /
2 Year(s)",1500 CC - Turbo,156,,8.6,9 Speeds,automatic,Year 2022,95,,Germany,Germany,4751,1820,,,2865,490,5,Front Traction,4,,250,"32,500 EGP","13,000 EGP"
Mercedes C 180 2021 A/T / Standard,"100000 Km /
2 Year(s)",1500 CC - Turbo,156,225,8.3,9 Speeds,automatic,Year 2021,95,6.2,Germany,Germany,4686,1810,1442,160,2840,475,5,Front Traction,4,,230,"19,725 EGP","7,890 EGP"
Mercedes C 180 2021 A/T / Avantgarde,"100000 Km /
2 Year(s)",1500 CC - Turbo,156,225,8.3,9 Speeds,automatic,Year 2021,95,6.2,Germany,Germany,4686,1810,1442,160,2840,475,5,Front Traction,4,,230,"22,125 EGP","8,850 EGP"
Mercedes C 180 2021 A/T / Avantgarde plus,"100000 Km /
2 Year(s)",1500 CC - Turbo,156,225,8.3,9 Speeds,automatic,Year 2021,95,6.2,Germany,Germany,4686,1810,1442,160,2840,475,5,Front Traction,4,,230,"23,725 EGP","9,490 EGP"
Mercedes CLA 180 2021 A/T / Coupe Progressive,"100000 Km /
2 Year(s)",1300 CC - Turbo,136,216,9,7 Speeds,automatic,Year 2021,95,5.7,Germany,Germany,4688,1830,1439,143,2729,460,5,Front Traction,4,43,200,"19,875 EGP","7,950 EGP"
Mercedes GLA 2022 A/T / 200 Progressive,"100000 Km /
2 Year(s)",1400 CC - Turbo,163,210,8.7,7 Speeds,automatic,Year 2022,95,5.6,Germany,Germany,4410,1834,1611,143,2729,435,5,Front Traction,4,43,250,"27,250 EGP","10,900 EGP"
Mercedes GLA 2021 A/T / 200 Progressive,"100000 Km /
2 Year(s)",1400 CC - Turbo,163,210,8.7,7 Speeds,automatic,Year 2021,95,5.6,Germany,Germany,4410,1834,1611,143,2729,435,5,Front Traction,4,43,250,"20,875 EGP","8,350 EGP"
Mercedes GLA 2021 A/T / 200 / AMG,"100000 Km /
2 Year(s)",1400 CC - Turbo,163,210,8.7,7 Speeds,automatic,Year 2021,95,5.6,Germany,Germany,4410,1834,1611,143,2729,435,5,Front Traction,4,43,250,"22,625 EGP","9,050 EGP"
